	v1_a	v1_b	v2	v3	v4_l	v4_y	v4_u	v5_gg	v5_p	v5_g	v6_j	v6_ff	v6_aa	v6_e	v6_i	v6_x	v6_d	v6_c	v6_k	v6_cc	v6_r	v6_m	v6_q	v6_w	v7_n	v7_dd	v7_o	v7_z	v7_j	v7_ff	v7_bb	v7_h	v7_v	v8	v9_f	v9_t	v10_f	v10_t	v11	v12_t	v12_f	v13_p	v13_s	v13_g	v14	v15	desired1	desired2
256	0	1	18.33	1.21	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	1	0	1	0	0	0	1	0	0	1	100	0.0	1	0
257	1	0	32.0	6.0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.25	1	0	1	0	0	0	1	0	0	1	272	0.0	1	0
258	0	1	59.67	1.54	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0.125	0	1	1	0	0	1	0	0	0	1	260	0.0	0	1
259	0	1	18.0	0.165	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0.21	1	0	1	0	0	0	1	0	0	1	200	40.0	0	1
260	0	1	32.33	2.5	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.25	1	0	1	0	0	1	0	0	0	1	280	0.0	1	0
261	0	1	18.08	6.75	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0.04	1	0	1	0	0	0	1	0	0	1	140	0.0	1	0
262	0	1	38.25	10.125	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.125	1	0	1	0	0	0	1	0	0	1	160	0.0	1	0
263	0	1	30.67	2.5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2.25	1	0	1	0	0	1	0	0	1	0	340	0.0	1	0
264	0	1	18.58	5.71	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.54	1	0	1	0	0	0	1	0	0	1	120	0.0	1	0
265	1	0	19.17	5.415	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.29	1	0	1	0	0	0	1	0	0	1	80	484.0	1	0
266	1	0	18.17	10.0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0.165	1	0	1	0	0	0	1	0	0	1	340	0.0	1	0
267	0	1	16.25	0.835	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0.085	0	1	1	0	0	0	1	0	1	0	200	0.0	1	0
268	0	1	21.17	0.875	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.25	1	0	1	0	0	0	1	0	0	1	280	204.0	1	0
269	0	1	23.92	0.585	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0.125	1	0	1	0	0	0	1	0	0	1	240	1.0	1	0
270	0	1	17.67	4.46	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.25	1	0	1	0	0	0	1	0	1	0	80	0.0	1	0
271	1	0	16.5	1.25	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0.25	1	0	0	1	1	0	1	0	0	1	108	98.0	1	0
272	0	1	23.25	12.625	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.125	1	0	0	1	2	0	1	0	0	1	0	5552.0	1	0
273	0	1	17.58	10.0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0.165	1	0	0	1	1	0	1	0	0	1	120	1.0	1	0
274	0	1	29.5	0.58	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0.29	1	0	0	1	1	0	1	0	0	1	340	2803.0	1	0
275	0	1	18.83	0.415	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.165	1	0	0	1	1	0	1	0	0	1	200	1.0	1	0
276	1	0	21.75	1.75	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	1	0	1	0	0	0	1	0	0	1	160	0.0	1	0
277	0	1	23.0	0.75	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0.5	1	0	1	0	0	1	0	0	1	0	320	0.0	1	0
278	1	0	18.25	10.0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	1	0	0	1	1	0	1	0	0	1	120	1.0	1	0
279	0	1	25.42	0.54	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0.165	1	0	0	1	1	0	1	0	0	1	272	444.0	1	0
280	0	1	35.75	2.415	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0.125	1	0	0	1	2	0	1	0	0	1	220	1.0	1	0
281	1	0	16.08	0.335	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	1	0	0	1	1	0	1	0	0	1	160	126.0	1	0
282	1	0	31.92	3.125	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3.04	1	0	0	1	2	1	0	0	0	1	200	4.0	1	0
283	0	1	69.17	9.0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4.0	1	0	0	1	1	0	1	0	0	1	70	6.0	1	0
284	0	1	32.92	2.5	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.75	1	0	0	1	2	1	0	0	0	1	720	0.0	1	0
285	0	1	16.33	2.75	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.665	1	0	0	1	1	0	1	0	0	1	80	21.0	1	0
286	0	1	22.17	12.125	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.335	1	0	0	1	2	1	0	0	0	1	180	173.0	1	0
287	1	0	57.58	2.0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6.5	1	0	0	1	1	0	1	0	0	1	0	10.0	1	0
288	0	1	18.25	0.165	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.25	1	0	1	0	0	1	0	0	1	0	280	0.0	1	0
289	0	1	23.42	1.0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.5	1	0	1	0	0	1	0	0	1	0	280	0.0	1	0
290	1	0	15.92	2.875	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0.085	1	0	1	0	0	0	1	0	0	1	120	0.0	1	0
291	1	0	24.75	13.665	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1.5	1	0	1	0	0	0	1	0	0	1	280	1.0	1	0
292	0	1	48.75	26.335	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0	1	1	0	0	1	0	0	0	1	0	0.0	1	0
293	0	1	23.5	2.75	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4.5	1	0	1	0	0	0	1	0	0	1	160	25.0	1	0
294	0	1	18.58	10.29	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.415	1	0	1	0	0	0	1	0	0	1	80	0.0	1	0
295	0	1	27.75	1.29	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.25	1	0	1	0	0	1	0	0	1	0	140	0.0	1	0
296	1	0	31.75	3.0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	1	0	1	0	0	0	1	0	0	1	160	20.0	1	0
297	1	0	24.83	4.5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	1	0	1	0	0	1	0	0	0	1	360	6.0	1	0
298	0	1	19.0	1.75	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2.335	1	0	1	0	0	1	0	0	0	1	112	6.0	1	0
299	1	0	16.33	0.21	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.125	1	0	1	0	0	0	1	0	0	1	200	1.0	1	0
300	1	0	18.58	10.0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.415	1	0	1	0	0	0	1	0	0	1	80	42.0	1	0
301	0	1	16.25	0.0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.25	1	0	1	0	0	0	1	0	0	1	60	0.0	1	0
302	0	1	23.0	0.75	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0.5	0	1	1	0	0	1	0	0	1	0	320	0.0	1	0
303	0	1	21.17	0.25	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.25	1	0	1	0	0	0	1	0	0	1	280	204.0	1	0
304	0	1	17.5	22.0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	1	0	1	0	0	1	0	1	0	0	450	100000.0	0	1
305	0	1	19.17	0.0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0.0	1	0	1	0	0	1	0	0	1	0	500	1.0	0	1
306	0	1	36.75	0.125	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.5	1	0	1	0	0	1	0	0	0	1	232	113.0	0	1
307	0	1	21.25	1.5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1.5	1	0	1	0	0	0	1	0	0	1	150	8.0	0	1
308	1	0	18.08	0.375	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	10.0	1	0	1	0	0	1	0	0	1	0	300	0.0	0	1
309	1	0	33.67	0.375	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.375	1	0	1	0	0	0	1	0	0	1	300	44.0	0	1
310	0	1	48.58	0.205	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.25	0	1	0	1	11	0	1	0	0	1	380	2732.0	0	1
311	0	1	33.67	1.25	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1.165	1	0	1	0	0	0	1	0	0	1	120	0.0	1	0
312	1	0	29.5	1.085	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.0	1	0	1	0	0	0	1	0	0	1	280	13.0	1	0
313	0	1	30.17	1.085	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.04	1	0	1	0	0	0	1	0	0	1	170	179.0	1	0
314	0	1	34.83	2.5	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3.0	1	0	1	0	0	0	1	0	1	0	200	0.0	1	0
315	1	0	33.25	2.5	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2.5	1	0	1	0	0	1	0	0	0	1	0	2.0	1	0
316	0	1	34.08	2.5	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.0	1	0	1	0	0	0	1	0	0	1	460	16.0	1	0
317	1	0	25.25	12.5	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.0	1	0	1	0	0	1	0	0	0	1	180	1062.0	1	0
318	0	1	34.75	2.5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0.5	1	0	1	0	0	0	1	0	0	1	348	0.0	1	0
319	0	1	27.67	0.75	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0.165	1	0	1	0	0	1	0	0	0	1	220	251.0	1	0
320	0	1	47.33	6.5	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.0	1	0	1	0	0	1	0	0	0	1	0	228.0	1	0
321	1	0	34.83	1.25	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.5	1	0	1	0	0	1	0	0	0	1	160	0.0	1	0
322	1	0	33.25	3.0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2.0	1	0	1	0	0	0	1	0	0	1	180	0.0	1	0
323	0	1	28.0	3.0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0.75	1	0	1	0	0	1	0	0	0	1	300	67.0	1	0
324	1	0	39.08	4.0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.0	1	0	1	0	0	0	1	0	0	1	480	0.0	1	0
325	0	1	42.75	4.085	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.04	1	0	1	0	0	0	1	0	0	1	108	100.0	1	0
326	0	1	26.92	2.25	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.5	1	0	1	0	0	1	0	0	0	1	640	4000.0	1	0
327	0	1	33.75	2.75	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0	1	0	1	0	0	0	1	0	0	1	180	0.0	1	0
328	0	1	38.92	1.75	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.5	1	0	1	0	0	1	0	0	0	1	300	2.0	1	0
329	0	1	62.75	7.0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	1	0	1	0	0	0	1	0	0	1	0	12.0	1	0
330	0	1	26.75	4.5	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2.5	1	0	1	0	0	0	1	0	0	1	200	1210.0	1	0
331	0	1	63.33	0.54	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.585	0	1	0	1	3	1	0	0	0	1	180	0.0	1	0
332	0	1	27.83	1.5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2.25	1	0	0	1	1	1	0	0	0	1	100	3.0	1	0
333	1	0	26.17	2.0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	1	0	1	0	0	1	0	0	0	1	276	1.0	1	0
334	0	1	22.17	0.585	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	1	0	1	0	0	0	1	0	0	1	100	0.0	1	0
335	0	1	22.5	11.5	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1.5	1	0	1	0	0	1	0	0	0	1	0	4000.0	1	0
336	0	1	30.75	1.585	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.585	1	0	1	0	0	1	0	0	1	0	0	0.0	1	0
337	0	1	36.67	2.0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.25	1	0	1	0	0	1	0	0	0	1	221	0.0	1	0
338	1	0	16.0	0.165	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.0	1	0	0	1	2	1	0	0	0	1	320	1.0	1	0
339	0	1	41.17	1.335	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.165	1	0	1	0	0	0	1	0	0	1	168	0.0	1	0
340	1	0	19.5	0.165	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0.04	1	0	1	0	0	1	0	0	0	1	380	0.0	1	0
341	0	1	32.42	3.0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.165	1	0	1	0	0	1	0	0	0	1	120	0.0	1	0
342	1	0	36.75	4.71	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	1	0	1	0	0	0	1	0	0	1	160	0.0	1	0
343	1	0	30.25	5.5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5.5	1	0	1	0	0	1	0	0	1	0	100	0.0	1	0
344	0	1	23.08	2.5	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.085	1	0	1	0	0	1	0	0	0	1	100	4208.0	1	0
345	0	1	26.83	0.54	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	1	0	1	0	0	0	1	0	0	1	100	0.0	1	0
346	0	1	16.92	0.335	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.29	1	0	1	0	0	0	1	0	1	0	200	0.0	1	0
347	0	1	24.42	2.0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.165	1	0	0	1	2	0	1	0	0	1	320	1300.0	1	0
348	0	1	42.83	1.25	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	13.875	1	0	0	1	1	1	0	0	0	1	352	112.0	1	0
349	1	0	22.75	6.165	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.165	1	0	1	0	0	0	1	0	0	1	220	1000.0	1	0
350	0	1	39.42	1.71	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0.165	1	0	1	0	0	0	1	0	1	0	400	0.0	1	0
351	1	0	23.58	11.5	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3.0	1	0	1	0	0	1	0	0	0	1	20	16.0	1	0
352	0	1	21.42	0.75	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0.75	1	0	1	0	0	1	0	0	0	1	132	2.0	1	0
353	0	1	33.0	2.5	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	7.0	1	0	1	0	0	1	0	0	0	1	280	0.0	1	0
354	0	1	26.33	13.0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	1	0	1	0	0	1	0	0	0	1	140	1110.0	1	0
355	1	0	45.0	4.585	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1.0	1	0	1	0	0	1	0	0	1	0	240	0.0	1	0
356	0	1	26.25	1.54	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0.125	1	0	1	0	0	0	1	0	0	1	100	0.0	1	0
357	1	0	20.83	0.5	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1.0	1	0	1	0	0	0	1	0	0	1	260	0.0	1	0
358	0	1	28.67	14.5	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.125	1	0	1	0	0	0	1	0	0	1	0	286.0	1	0
359	0	1	20.67	0.835	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2.0	1	0	1	0	0	1	0	0	1	0	240	0.0	1	0
360	0	1	34.42	1.335	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.125	1	0	1	0	0	1	0	0	0	1	440	4500.0	1	0
361	0	1	33.58	0.25	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4.0	1	0	1	0	0	1	0	0	1	0	420	0.0	1	0
362	0	1	43.17	5.0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2.25	1	0	1	0	0	1	0	0	0	1	141	0.0	1	0
363	1	0	22.67	7.0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.165	1	0	1	0	0	0	1	0	0	1	160	0.0	1	0
364	1	0	24.33	2.5	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4.5	1	0	1	0	0	0	1	0	0	1	200	456.0	1	0
365	1	0	56.83	4.25	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5.0	1	0	1	0	0	1	0	0	0	1	0	4.0	1	0
366	0	1	22.08	11.46	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.585	1	0	1	0	0	1	0	0	0	1	100	1212.0	1	0
367	0	1	34.0	5.5	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.5	1	0	1	0	0	1	0	0	0	1	60	0.0	1	0
368	0	1	22.58	1.5	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.54	1	0	1	0	0	1	0	0	0	1	120	67.0	1	0
369	0	1	21.17	0.0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.5	1	0	1	0	0	1	0	0	1	0	0	0.0	1	0
370	0	1	26.67	14.585	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0	1	0	1	0	0	1	0	0	0	1	178	0.0	1	0
371	0	1	22.92	0.17	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0.085	1	0	1	0	0	0	1	0	1	0	0	0.0	1	0
372	0	1	15.17	7.0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.0	1	0	1	0	0	0	1	0	0	1	600	0.0	1	0
373	0	1	39.92	5.0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.21	1	0	1	0	0	0	1	0	0	1	550	0.0	1	0
374	0	1	27.42	12.5	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.25	1	0	1	0	0	1	0	0	0	1	720	0.0	1	0
375	0	1	24.75	0.54	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1.0	1	0	1	0	0	1	0	0	0	1	120	1.0	1	0
376	0	1	41.17	1.25	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0.25	1	0	1	0	0	0	1	0	0	1	0	195.0	1	0
377	1	0	33.08	1.625	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.54	1	0	1	0	0	1	0	0	0	1	0	0.0	1	0
378	0	1	29.83	2.04	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.04	1	0	1	0	0	0	1	0	0	1	128	1.0	1	0
379	1	0	23.58	0.585	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.125	1	0	1	0	0	0	1	0	0	1	120	87.0	1	0
380	0	1	26.17	12.5	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1.25	1	0	1	0	0	1	0	0	0	1	0	17.0	1	0
381	0	1	31.0	2.085	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.085	1	0	1	0	0	0	1	0	0	1	300	0.0	1	0
382	0	1	20.75	5.085	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.29	1	0	1	0	0	0	1	0	0	1	140	184.0	1	0
383	0	1	28.92	0.375	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.29	1	0	1	0	0	0	1	0	0	1	220	140.0	1	0
384	1	0	51.92	6.5	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3.085	1	0	1	0	0	1	0	0	0	1	73	0.0	1	0
